rgrou2,100,TOP,True,1452,Mordekaiser,4,3,10,119,0,8640,11188,9920,1268,0,16200,6292,18094,0,0,1,1135,0,9219,6,68,12,9,1,4,False,False,False,False,1,0,0,0,6.6,4.9,,,,442.20000000000005,427.20000000000005,,,,250.10000000000002,352.1,,,
ninjamønkey,100,JUNGLE,True,1452,Zac,5,2,15,27,106,9347,10751,9005,1246,500,23492,23618,20605,78,0,2,941,0,19274,38,422,24,4,8,4,False,False,False,False,1,0,0,0,0.1,0.8,,,,273.9,474.79999999999995,,,,291.6,364,,,
Earleking,100,MIDDLE,True,1452,Garen,12,1,8,144,4,12724,17695,653,13724,3317,14727,3088,16035,0,0,3,11338,1,17045,35,75,24,10,2,4,False,False,False,False,1,0,0,0,7.199999999999999,5.3,,,,469.7,462.2,,,,277.4,636.4,,,
SushiMunster,100,BOTTOM,True,1452,Varus,7,3,16,113,8,9988,14374,2209,12165,0,8875,1832,3500,0,0,1,3264,0,14211,18,181,15,7,1,3,True,False,False,False,1,0,0,0,5.6,4.2,,,,295.8,380.1,,,,286.5,426.9,,,
Vexrax,100,BOTTOM,True,1452,Blitzcrank,4,2,17,25,0,7535,8346,4926,2903,516,11623,2221,13458,0,0,1,1928,0,3703,34,125,37,17,2,5,False,False,False,False,0,0,0,0,1.1,0.8,,,,251,338.6,,,,191.1,295.3,,,
ToniTop,200,TOP,False,1452,Vayne,3,5,0,151,8,8901,16234,235,10354,5644,15063,697,5694,8,0,1,4415,0,4415,17,138,21,11,1,3,False,False,True,False,0,0,0,0,6.1000000000000005,7.3999999999999995,,,,472.1,476.4,,,,255,481.1,,,
ºGøNº,200,JUNGLE,False,1452,Hecarim,2,9,6,7,100,7392,7003,868,5686,448,23085,8154,12063,79,4,0,0,0,2996,12,91,20,7,3,0,False,False,False,False,0,0,0,0,0,0.5,,,,263,318.8,,,,263.7,327.9,,,
cutegirlflower22,200,MIDDLE,False,1452,Qiyana,3,6,2,96,0,6843,14503,859,12841,802,17999,1225,8393,0,0,0,1555,0,1555,32,97,6,4,0,0,False,False,False,False,0,0,0,0,5.5,3.2,,,,409.7,285.5,,,,275,293.1,,,
Míschief,200,BOTTOM,False,1452,Lucian,2,5,2,163,0,7814,6736,735,5541,460,10528,1415,4004,0,0,1,2595,0,2992,0,5,6,4,2,1,False,False,False,False,0,0,0,0,6.199999999999999,8.2,,,,283.9,377.6,,,,262.5,387.2,,,
Kappa Krusader,200,BOTTOM,False,1452,Thresh,1,7,3,30,0,5205,5264,4333,653,277,13868,294,12937,0,0,0,545,0,545,35,99,35,14,6,2,False,False,False,False,0,0,0,0,1.4,1.4,,,,251.6,269.9,,,,187.9,219,,,
