Damien,100,TOP,True,2042,Ornn,3,4,16,183,8,11575,18619,10759,7469,390,34346,3081,62170,1,0,1,1680,1,5751,43,452,18,7,4,0,False,False,False,False,0,0,0,0,6.1,6.199999999999999,5.6,,,485.29999999999995,514.3,593.4000000000001,,,243,348,405.4,,
Im James,100,JUNGLE,True,2042,Kindred,7,5,14,40,118,12682,25696,4011,19931,1754,42540,17814,25800,81,6,6,6687,0,30045,10,301,36,6,7,5,False,False,True,False,0,0,0,0,0.1,1.6,1.7000000000000002,,,285.2,416.5,519.7,,,224.60000000000002,436.1,403.70000000000005,,
Neversaw,100,MIDDLE,True,2042,Cassiopeia,20,3,8,243,53,18514,42736,41695,716,325,39597,18901,28578,36,13,0,762,0,19725,41,635,30,17,3,9,False,False,False,False,4,1,0,0,9.399999999999999,8.2,5.5,,,590.5,638.7,600.8,,,407,554.6,551.6,,
Katasoul,100,BOTTOM,True,2042,Soraka,0,2,17,164,0,9714,10252,8274,1359,618,20042,33340,15306,0,0,0,1934,0,3656,48,441,29,9,3,4,False,False,False,False,0,0,0,0,6.5,4.9,4.4,,,287.6,428.70000000000005,552.5,,,224.1,275.4,333.4,,
Shebloong,100,BOTTOM,True,2042,Senna,5,1,15,25,0,9887,21417,274,21143,0,16363,16378,8517,0,0,0,3618,0,6986,49,146,68,28,10,4,False,False,False,False,0,0,0,0,0.1,1.6,0.8,,,293.7,410.2,533.8,,,153.2,306.29999999999995,361.70000000000005,,
Látona,200,TOP,False,2042,875,0,10,4,210,0,10802,15845,1150,13092,1602,32648,1170,29908,0,0,2,7223,0,7223,25,152,15,10,2,2,False,False,False,False,0,0,0,0,8,6.3,5.3,,,464.9,423,373.8,,,329.4,292.1,316.3,,
Thrasian19,200,JUNGLE,False,2042,Trundle,4,7,5,32,153,12288,13009,4120,7889,999,51829,21807,54485,97,8,1,50,0,19935,27,712,32,8,6,9,True,False,False,False,1,0,0,0,0.1,0.8999999999999999,1,,,361.9,457.79999999999995,357.8,,,323,338.3,421.1,,
Filbert The Wise,200,MIDDLE,False,2042,Viktor,5,8,6,263,9,14813,38283,38056,227,0,22649,2358,19845,9,0,0,1502,0,4494,35,466,25,10,2,3,False,False,False,False,0,0,0,0,8.1,8.4,6.199999999999999,,,489.4,645.2,402.5,,,271,515.8,361.4,,
Z3R0BII,200,BOTTOM,False,2042,Ezreal,5,6,5,229,21,12585,32762,8380,23376,1005,26326,2291,11433,13,4,1,2912,0,8649,7,58,16,9,5,1,False,False,False,False,1,1,0,0,8.4,9.1,4.800000000000001,,,293,367.8,411.9,,,269.5,350.7,337,,
Dogster,200,BOTTOM,False,2042,Yuumi,1,4,9,7,0,7034,12157,10083,1388,686,12317,21263,10225,0,0,0,514,0,1488,20,53,55,25,4,8,False,False,False,False,0,0,0,0,0,0.2,0.4,,,258.79999999999995,307.9,383.4,,,139.8,208.7,207.89999999999998,,
