Luhmo,100,MIDDLE,False,2202,Ornn,7,3,16,247,8,15263,19219,13123,5968,128,22871,2300,45651,0,0,2,3910,1,13558,48,730,18,10,2,2,False,False,False,False,1,0,0,0,6.4,8.3,6.5,,,443,522.1,497,,,341.7,354.4,444.9,,
Àmànstèr,100,JUNGLE,False,2202,Zac,3,4,13,37,96,11192,10246,8560,696,990,35646,29102,25644,76,0,0,69,0,11996,25,396,30,16,3,4,False,False,False,False,0,0,0,0,0,0.4,1.3,,,236.6,345.8,392.9,,,212.5,286.4,285,,
itsGinga,100,TOP,False,2202,Galio,1,3,18,195,4,11525,15058,14628,429,0,23853,1672,30164,1,0,0,57,0,6258,37,123,12,6,2,3,False,False,False,False,0,0,0,0,6,4.3,6.1,,,420.5,322,454.79999999999995,,,237.79999999999998,259.8,333.70000000000005,,
Mörtý,100,BOTTOM,False,2202,Xayah,13,2,10,278,48,19199,31730,327,31158,244,17668,1989,10653,36,0,3,8374,0,30149,18,117,19,6,6,2,False,False,True,False,4,1,0,0,6.1,7.6,5.9,,,296.3,459.7,409.7,,,273.2,519.2,399.6,,
Rîçk,100,BOTTOM,False,2202,Rakan,4,5,19,41,0,10278,7863,6709,605,548,15531,8308,26434,0,0,1,3409,0,5881,32,143,114,52,14,7,False,False,False,True,1,0,0,0,1.5,1.3,0.7,,,305.4,247.8,353,,,216.8,257.1,247.79999999999998,,
Joey Desu,200,TOP,True,2202,Mordekaiser,4,6,1,202,10,13276,21570,18282,2929,357,32483,11017,27284,1,8,4,6945,1,12343,5,47,43,16,2,3,False,False,False,False,0,0,0,0,6.300000000000001,7.5,4.9,,,379.6,492.1,560.7,,,230.39999999999998,341.29999999999995,483.7,,
DynamiteLarry22,200,JUNGLE,True,2202,Elise,3,5,7,26,211,12606,11504,8816,954,1733,26296,12098,15391,142,11,1,6,0,29878,16,224,37,9,7,8,False,False,False,False,0,0,0,0,0.4,0.5,1,,,248.1,436.1,615.3,,,256.5,313.6,455.09999999999997,,
Skìzz,200,MIDDLE,True,2202,Irelia,5,5,6,245,12,14812,14450,4233,9917,299,20595,4379,18227,4,1,2,5700,2,13220,24,134,49,18,5,8,True,False,False,False,0,0,0,0,7.8,8.2,6.9,,,429.6,438,592.6,,,360.70000000000005,345.2,562.1,,
epicfailguy456,200,BOTTOM,True,2202,Aphelios,3,6,7,235,16,13151,23928,1724,19934,2268,14166,1890,14232,16,0,3,8189,1,22843,21,182,14,3,6,3,False,False,False,False,1,0,0,0,8.3,6.4,6.6000000000000005,,,331.1,292,448.70000000000005,,,282.8,302,505,,
Zylandis,200,BOTTOM,True,2202,Leona,2,6,4,35,0,8575,4179,2107,1266,805,19354,2011,39441,0,0,0,1263,0,3074,36,143,55,25,6,5,False,False,False,False,0,0,0,0,1.3,1.6,0.5,,,243.3,268.9,451.9,,,151.10000000000002,235.7,320.4,,
