Joey Desu,100,TOP,True,1909,875,3,6,5,184,0,11078,19622,325,15937,3359,32861,3518,34924,0,0,3,5915,2,5915,29,167,32,11,4,4,False,False,False,False,0,0,0,0,8,7.2,2.8,,,474.7,489.8,326.5,,,246.6,386.2,287,,
DynamiteLarry22,100,JUNGLE,True,1909,RekSai,6,3,6,39,143,11671,17013,0,10823,6189,32437,16403,28292,80,15,2,3584,0,34994,19,269,28,6,6,5,False,False,False,False,1,0,0,0,0.3,2.1,1.5,,,301,493,366.4,,,240.29999999999998,442.8,339.8,,
Skìzz,100,MIDDLE,True,1909,Syndra,7,6,8,193,19,13250,32319,29120,921,2277,16330,494,9533,15,4,1,6016,0,9265,46,300,47,14,3,5,False,False,False,False,2,0,0,0,7.6000000000000005,7.3,3.3,,,503.2,505.90000000000003,316.3,,,336.7,536.9000000000001,323.5,,
epicfailguy456,100,BOTTOM,True,1909,Kalista,4,3,5,207,30,12291,18194,1300,15119,1774,11001,2155,8752,16,6,3,3773,0,12523,18,330,31,4,6,5,False,False,True,False,0,0,0,0,9.1,7.8999999999999995,3,,,317.2,448.4,288.8,,,284.4,459.3,351.3,,
Zylandis,100,BOTTOM,True,1909,Taric,1,4,12,22,0,7974,6527,3498,856,2172,13905,7096,25964,0,0,1,2053,0,4012,30,130,50,26,4,6,False,False,False,True,0,0,0,0,1.2,0.7999999999999999,0.2,,,293.1,345.3,227.39999999999998,,,158,311.4,215.10000000000002,,
Luhmo,200,JUNGLE,False,1909,Malphite,4,4,12,154,0,10406,18429,13555,4873,0,23031,971,33689,0,0,0,0,0,4460,36,490,23,11,2,3,False,False,False,False,0,0,0,0,5.699999999999999,5.800000000000001,3.8000000000000003,,,428.6,437.6,611.9000000000001,,,218.2,332.2,406,,
Àmànstèr,200,JUNGLE,False,1909,Zac,2,4,15,22,86,9165,10983,9028,1082,873,36160,27803,28686,74,0,1,636,0,17393,35,306,36,10,10,5,True,False,False,False,0,0,0,0,0.1,0.8999999999999999,1.2,,,262.6,286.6,611.5,,,254.5,257.70000000000005,322.20000000000005,,
itsGinga,200,MIDDLE,False,1909,Orianna,8,8,12,184,4,13207,22573,21592,808,172,21157,971,9109,0,0,0,0,0,10859,27,309,21,11,4,2,False,False,False,False,2,0,0,0,5.199999999999999,6.4,6.3,,,394.2,434.1,720.9000000000001,,,213.20000000000002,357.1,596.5,,
Mörtý,200,BOTTOM,False,1909,Jhin,3,2,11,194,8,10752,20341,1581,18540,219,17124,4171,8012,8,0,0,3527,0,17462,27,149,24,8,4,3,False,False,False,False,0,0,0,0,7.7,5,5.5,,,303.5,290.20000000000005,695.7,,,253.1,261.6,437.9,,
Rîçk,200,BOTTOM,False,1909,Alistar,5,3,14,23,4,9340,6686,5000,960,725,20107,18243,27448,0,0,0,426,0,2730,42,96,45,25,6,3,False,False,False,False,1,0,0,0,1.2,0.5,0.5,,,228.39999999999998,276.7,678.2,,,153.7,174.6,508.3,,
