Laolis66,100,TOP,False,1873,Ornn,4,5,4,162,8,9804,17435,10301,6944,190,26107,2208,31641,4,0,0,888,0,989,45,620,13,8,0,0,False,False,False,False,1,0,0,0,6.3,6.2,3.7,,,449.29999999999995,428.5,395.4,,,222.7,278.2,414.6,,
DokiFTW,100,JUNGLE,False,1873,Sejuani,0,4,9,36,118,8458,8014,3980,3394,640,34281,10010,26297,72,12,0,0,0,22293,20,374,40,22,3,12,False,False,False,False,0,0,0,0,0.1,1.2,1.9000000000000001,,,277.4,308.3,411.5,,,232.3,270.7,264.70000000000005,,
UnitedRedMan,100,MIDDLE,False,1873,Veigar,4,8,5,180,10,11114,11280,10629,651,0,19260,1568,9156,7,0,0,3600,0,9866,20,125,18,11,3,1,False,False,False,False,1,0,0,0,6.6,6.8,4.6,,,424.1,434.4,505.79999999999995,,,236.70000000000002,359.29999999999995,449.6,,
Twelve and Six,100,MIDDLE,False,1873,Ezreal,4,5,6,158,4,10155,18886,7024,11862,0,16958,3453,5662,4,0,1,2200,0,6916,0,37,17,7,4,2,False,False,False,False,0,0,0,0,7.3,5.800000000000001,2.5,,,329.5,313.6,390.9,,,281.3,369.5,295.79999999999995,,
The Wizard Howl,100,MIDDLE,False,1873,Braum,0,8,7,44,0,6715,5092,4530,224,336,19862,1730,22152,0,0,1,123,0,123,25,158,46,21,7,5,False,False,False,False,0,0,0,0,1.2,2.3,0.9,,,283.5,262.3,403.2,,,152.60000000000002,240.7,208.1,,
seagull of irony,200,TOP,True,1873,Poppy,2,3,7,159,0,9362,16562,5317,11155,89,22072,1179,30531,0,0,1,1973,0,5297,38,405,17,10,3,1,False,False,False,False,0,0,0,0,6.6,6.300000000000001,2.8,,,483.8,526.4,361.3,,,229.39999999999998,305.20000000000005,297.9,,
PupSnap,200,JUNGLE,True,1873,Amumu,2,1,14,35,132,10451,10661,8329,953,1379,19969,7634,21495,73,24,1,1134,0,22975,42,259,31,14,7,6,False,False,False,True,0,0,0,0,0.2,1.7000000000000002,1.6,,,282.9,377.4,482.70000000000005,,,229.6,337.9,350.2,,
Dank Rain,200,MIDDLE,True,1873,Neeko,11,3,10,134,24,13323,27068,23988,1247,1832,14939,330,13131,16,4,1,5588,1,17290,55,175,23,11,3,1,True,False,True,False,1,0,0,0,7.2,4.4,1.8,,,531.4,361,424.6,,,355.3,426.1,431,,
rdubstres,200,BOTTOM,True,1873,Xayah,11,2,9,173,28,13741,25915,397,25169,348,13119,899,10482,16,1,2,8666,0,27470,27,95,28,10,7,0,False,False,False,True,3,0,0,0,7.8,5.699999999999999,3.7,,,342.1,452.4,510.1,,,281.4,465.5,469.9,,
Smªlls,200,BOTTOM,True,1873,Rakan,4,3,22,26,4,10219,10444,8034,1384,1025,15066,13422,22388,0,0,3,3170,0,8799,33,115,64,31,4,8,False,False,False,True,0,0,0,0,0.2,1.4000000000000001,0.8,,,300.1,452.4,350,,,187.3,380.4,348.1,,
