seagull of irony,100,TOP,True,2460,Ornn,4,6,15,211,4,14747,33044,21090,11932,21,52729,7677,83658,0,0,2,10084,0,10424,72,913,36,12,2,1,False,False,False,False,0,0,0,0,5,7.1,4.7,,,417.1,467.6,298.9,,,288.79999999999995,327.3,323.29999999999995,,
PupSnap,100,JUNGLE,True,2460,MonkeyKing,3,13,6,18,159,11223,10035,2663,6831,540,41354,8370,24755,101,12,1,465,0,22620,19,237,36,14,5,4,False,False,False,False,0,0,0,0,0.2,0.4,0.1,,,289.5,302.8,143.3,,,250.10000000000002,270.1,191.6,,
Dank Rain,100,MIDDLE,True,2460,Viktor,16,3,6,190,11,17242,46327,44638,1274,414,26148,5063,24974,9,2,1,332,1,4244,56,566,32,17,3,5,False,False,False,False,5,0,0,0,6.199999999999999,4.7,3.5999999999999996,,,412.1,354.6,320.4,,,228.9,309.1,420.4,,
rdubstres,100,MIDDLE,True,2460,Jinx,9,1,12,234,48,17029,42931,1714,39134,2082,19729,433,20127,39,2,4,8844,1,21079,39,234,25,14,2,1,False,False,False,False,2,0,0,0,4,5.7,4,,,282,391.9,384.5,,,177,317.9,392.29999999999995,,
Smªlls,100,MIDDLE,True,2460,Soraka,2,11,20,14,0,9926,9521,7382,663,1475,18108,37968,10092,0,0,0,0,0,589,54,239,81,35,5,8,False,False,False,False,0,0,0,0,0.1,0.1,0.30000000000000004,,,178.6,235.7,383.7,,,135.9,229.2,233.20000000000002,,
Laolis66,200,TOP,False,2460,Maokai,3,4,14,144,0,11081,23343,19499,3844,0,53798,22922,71652,0,0,1,974,0,6740,105,703,25,11,2,3,False,False,False,False,0,0,0,0,4.9,4.6,2,,,403.1,424.29999999999995,341,,,243.8,330.5,244.6,,
DokiFTW,200,JUNGLE,False,2460,Morgana,5,10,15,57,112,13002,19603,17422,840,1340,37502,14625,26452,81,4,0,1676,0,20940,57,258,53,28,2,12,False,False,False,True,0,0,0,0,0.3,1.5,1.3,,,246.5,431.5,338.1,,,216.29999999999998,453.5,273.4,,
UnitedRedMan,200,MIDDLE,False,2460,Ekko,10,8,8,137,32,12740,26513,22161,3411,940,41991,10716,32393,32,0,0,3449,0,5274,28,296,23,14,0,2,False,False,False,True,0,0,0,0,5.2,3.2,1.9,,,405.79999999999995,323.2,396.5,,,203.29999999999998,313.6,341.9,,
Twelve and Six,200,BOTTOM,False,2460,Varus,14,4,13,210,40,17324,47764,6142,40706,916,20727,3011,12571,24,0,4,5099,0,29846,55,510,36,5,16,2,False,False,True,False,0,0,0,0,6.7,6.1,3.5999999999999996,,,319.1,416.8,411.6,,,320.1,486.5,408.79999999999995,,
The Wizard Howl,200,BOTTOM,False,2460,Nautilus,2,8,15,38,0,9917,9466,5938,2906,622,29808,1368,71143,0,0,0,633,0,3211,78,477,76,35,3,11,True,False,False,True,0,0,0,0,1.6,1.3,0.4,,,274.7,343.6,293,,,242.60000000000002,297.6,198.6,,
