notsosavagec,100,TOP,False,2764,Garen,7,6,2,293,14,17996,33542,168,26570,6803,44128,7839,101177,7,1,0,4110,0,12828,52,237,28,14,6,4,False,False,False,False,0,0,0,0,8.2,9.3,3.8,,,497.90000000000003,536.6,379.6,,,305.70000000000005,388,347.8,,
Bªtman,100,JUNGLE,False,2764,JarvanIV,3,6,11,63,189,14485,12757,3256,7997,1503,41601,10933,75729,128,12,0,0,0,24805,29,645,60,12,21,12,False,False,False,False,0,0,0,0,0,0.8999999999999999,0.7999999999999999,,,268.9,436.7,371.1,,,226.2,347.29999999999995,332,,
Diamandis,100,TOP,False,2764,Ziggs,4,5,11,260,20,15537,70256,66525,402,3329,24918,1843,14364,16,0,1,5676,0,21142,28,288,36,14,6,2,False,False,False,False,1,0,0,0,8.5,8.1,3.9,,,451.1,530.2,364.2,,,266.4,354.79999999999995,372.29999999999995,,
AlexDrey,100,BOTTOM,False,2764,Draven,3,8,5,179,9,13324,16200,109,14867,1223,22303,3989,29479,9,0,1,870,0,13237,15,127,28,13,11,0,False,False,False,False,0,0,0,0,4.9,3.5,4.1,,,241.6,273,461.29999999999995,,,207.2,215.5,318.70000000000005,,
kittylexa,100,BOTTOM,False,2764,Taric,2,6,9,49,0,10120,7070,3685,1096,2289,29196,13232,48228,0,0,0,0,0,832,30,52,78,31,16,9,False,False,False,False,0,0,0,0,1.8,2,0.3,,,276.4,256.6,325.9,,,167.1,263.70000000000005,208.9,,
Feathers and Fur,200,TOP,True,2764,Illaoi,8,0,8,313,8,18416,34648,0,33563,1085,43109,25283,53894,0,4,2,2911,1,14203,20,144,83,23,4,7,False,False,False,False,2,0,0,0,7.5,7.3,6.6,,,445.7,500,482.20000000000005,,,260.3,295.20000000000005,462.9,,
DokiFTW,200,JUNGLE,True,2764,Sejuani,3,4,16,60,136,14845,11974,5038,5509,1426,57840,18042,46853,79,9,3,2244,0,50895,31,304,63,31,7,14,False,False,False,False,0,0,0,0,0.3,2.2,0.6,,,279,358.4,241.2,,,248.9,283.4,260.9,,
DoIphinJudas,200,MIDDLE,True,2764,MissFortune,8,3,15,235,51,18065,39693,3015,34770,1908,23164,2000,13196,33,9,2,11921,1,33445,18,294,41,15,4,4,False,False,False,False,0,0,0,0,7.1,7.8,4.6,,,465.5,451,414.8,,,306.7,373,352,,
Duero,200,BOTTOM,True,2764,Syndra,7,5,9,214,36,15559,32227,30267,946,1013,26934,11730,9831,28,0,2,4659,0,16206,62,371,32,16,1,2,True,False,False,False,0,0,0,0,8,6.699999999999999,2.3,,,336.8,414.4,248.9,,,342.70000000000005,320.1,231.3,,
Wynter07,200,BOTTOM,True,2764,Pyke,5,8,12,59,4,14236,15464,0,12665,2799,34227,12079,20157,0,0,1,1006,0,1609,64,204,151,72,22,4,False,False,False,False,0,0,0,0,1.3,1.9,0.5,,,259.4,371.8,189.7,,,172.3,362,248,,
