yOuChoiceTodie,100,TOP,True,1708,875,15,3,7,160,4,14192,28268,829,24555,2884,24502,4578,21790,0,0,3,10053,0,13953,32,212,16,9,2,0,True,False,False,False,4,3,0,0,6.6,5.4,,,,451.9,515.2,,,,330.9,520.5999999999999,,,
SecretlyGayPengu,100,JUNGLE,True,1708,Zac,3,0,15,15,168,10602,12600,10899,769,932,29484,34633,24710,96,21,1,225,0,22047,33,620,18,2,4,2,False,False,False,False,0,0,0,0,0.3,0.8999999999999999,,,,283.6,497.3,,,,266.7,362.1,,,
Garźa,100,MIDDLE,True,1708,Ekko,8,2,6,157,0,10937,14205,12186,2019,0,19896,5518,10011,0,0,2,4036,0,7575,11,213,25,10,3,2,False,False,False,False,2,0,0,0,5.9,5.699999999999999,,,,449.4,516.6,,,,248.3,415.4,,,
devil hosting,100,BOTTOM,True,1708,Aphelios,4,5,16,188,8,11046,27015,2797,24218,0,14441,2481,11879,4,0,1,3837,1,9719,23,173,12,4,1,3,False,False,False,False,1,0,0,0,5.7,7.300000000000001,,,,293.8,389.5,,,,286.8,326.9,,,
Alumyn,100,BOTTOM,True,1708,Lulu,3,2,22,39,0,9345,7073,5361,1328,384,11103,1993,6588,0,0,0,1874,0,4860,35,191,48,24,8,7,False,False,False,False,0,0,0,0,1.2,1.8,,,,275.4,427.3,,,,183,382.3,,,
source35,200,TOP,False,1708,Ornn,1,8,3,138,0,8304,12810,7269,5371,169,22676,527,28633,0,0,0,1384,0,1487,31,519,22,11,1,3,False,False,False,True,0,0,0,0,5.6,4.6,,,,457.20000000000005,367.70000000000005,,,,294.7,290,,,
Xanielson,200,JUNGLE,False,1708,Trundle,4,7,4,42,108,9232,11830,3239,7404,1186,34045,13678,24744,81,8,1,285,0,21561,22,371,28,7,5,7,False,False,True,False,0,0,0,0,0.7,0.9,,,,337.9,335,,,,329.29999999999995,320.70000000000005,,,
Nøtëz,200,MIDDLE,False,1708,Swain,1,6,4,164,6,8177,15359,14419,940,0,25586,6415,11350,1,0,0,764,0,6592,34,354,22,11,2,7,False,False,False,False,0,0,0,0,6.7,6.1,,,,447.4,423.3,,,,243.4,289.3,,,
MG Dilly,200,BOTTOM,False,1708,Twitch,4,6,4,133,4,9498,12577,857,9261,2458,15299,3251,8983,0,0,0,0,0,3070,22,361,16,8,1,1,False,False,False,False,0,0,0,0,4.9,5.699999999999999,,,,261.29999999999995,332.3,,,,254.2,379.4,,,
Kalliroe,200,BOTTOM,False,1708,Nami,2,6,6,9,0,6218,7129,5829,707,592,13239,4648,7338,0,0,0,0,0,491,25,87,50,18,8,6,False,False,False,False,0,0,0,0,0,0.7,,,,250,257.4,,,,177.3,207.2,,,
