Undah,100,JUNGLE,False,1720,Urgot,3,6,0,194,0,10048,13658,0,12393,1265,20560,659,23416,0,0,1,4191,0,4191,23,124,30,12,3,4,False,False,False,False,0,0,0,0,6.9,8.3,,,,437.4,540.8,,,,233.9,413.4,,,
Cornelia Street,100,JUNGLE,False,1720,Nocturne,2,5,1,43,115,8662,6716,431,6078,206,27933,10387,15736,95,0,0,573,0,17816,97,351,13,1,6,1,False,False,False,False,0,0,0,0,0.4,1,,,,296.2,278.2,,,,287.1,245.60000000000002,,,
Voltsy,100,TOP,False,1720,Cassiopeia,1,5,3,215,8,9136,12773,12026,166,580,17545,4473,9841,4,0,0,897,0,4230,34,138,30,13,0,4,False,False,False,False,0,0,0,0,7.6,7.6,,,,422.1,435.5,,,,257.4,323.1,,,
LoLGermRat,100,BOTTOM,False,1720,Caitlyn,2,7,2,152,4,8640,6059,550,5485,24,17404,761,8093,4,0,0,1219,0,2223,8,45,19,8,3,0,False,False,False,False,0,0,0,0,5.3,6.2,,,,274.6,266.3,,,,246.9,271,,,
derpigreg,100,BOTTOM,False,1720,Yuumi,0,1,6,3,0,5755,7629,6507,377,744,3182,8890,2470,0,0,0,352,0,639,27,55,37,19,1,7,False,False,False,False,0,0,0,0,0.1,0.1,,,,245.3,263.1,,,,180.3,183.8,,,
Tarkov Beefer,200,TOP,True,1720,Maokai,4,1,8,140,0,9278,8031,6503,1527,0,16609,7917,22459,0,0,1,4190,1,7336,36,363,21,10,4,4,False,False,False,False,0,0,0,0,5.1,5.4,,,,460.6,478.3,,,,221.7,284.20000000000005,,,
LucifersEyes,200,JUNGLE,True,1720,Trundle,6,1,7,11,124,10453,9281,711,7746,824,19634,13494,12513,59,12,3,2684,0,38289,10,261,27,10,4,10,False,False,False,False,1,0,0,0,0.2,0.4,,,,294.29999999999995,393.9,,,,250.1,359.70000000000005,,,
Verbal Toxicity,200,MIDDLE,True,1720,Orianna,5,1,5,195,8,11142,13805,13560,245,0,10224,2883,5562,4,4,2,4165,1,12576,13,316,32,9,2,4,False,False,False,False,1,0,0,0,8,8.4,,,,454.7,527.4000000000001,,,,253.39999999999998,445.5,,,
El Depresso,200,TOP,True,1720,Aphelios,6,3,10,191,8,12201,16077,691,14864,522,11880,2647,8134,8,0,3,6794,0,14383,15,136,15,7,3,1,True,False,True,False,0,0,0,0,5.6,7,,,,276.4,359.9,,,,271.9,357.4,,,
6s Opty,200,TOP,True,1720,Nautilus,3,2,11,26,0,8003,7875,5335,2180,360,13814,3607,18357,0,0,0,340,0,1832,39,190,54,25,2,9,False,False,False,False,0,0,0,0,1,1.2,,,,209.8,319.2,,,,188.6,217.9,,,
