Łisk,100,TOP,True,1858,Mordekaiser,8,4,8,211,14,15125,22412,19388,3024,0,25423,5292,31193,0,11,1,3578,0,9321,15,388,21,13,1,3,False,False,False,False,0,0,0,0,4.7,8.3,7.9,,,431.5,672.2,697.7,,,206.5,590.3,618.4,,
Yodigi7,100,JUNGLE,True,1858,Sejuani,5,3,9,66,120,11861,13301,5696,6671,934,30749,8616,29657,84,0,1,466,0,28508,30,348,39,10,5,4,False,False,False,False,0,0,0,0,0.4,1.8,3.7,,,265.9,514.3,587.9,,,220.1,379.2,407.9,,
Endowed,100,MIDDLE,True,1858,Camille,5,4,9,157,22,11806,17265,257,13054,3954,23789,2749,24108,9,4,1,4972,1,10871,20,169,24,10,4,0,False,False,False,False,1,0,0,0,6,5.2,3.6999999999999997,,,443.5,439.9,563.6,,,225.9,407.5,432.9,,
Buzz  Łightyear,100,BOTTOM,True,1858,Ezreal,8,3,7,107,20,11429,17353,7432,9920,0,16636,2564,6124,0,0,3,4247,0,19608,0,1,15,9,1,1,True,False,False,False,1,0,0,0,5.4,3.8,1.4,,,285.9,409.2,418.7,,,259.20000000000005,370.6,426.9,,
Alex123Gaming,100,BOTTOM,True,1858,Senna,1,5,15,26,2,8475,8760,0,8760,0,13418,10085,6714,0,0,2,3312,1,10930,19,85,62,24,13,6,False,False,False,False,0,0,0,0,0.1,0.8,1.7,,,273.9,226.2,507.4,,,166.3,241.3,326.7,,
Dempsy,200,TOP,False,1858,Renekton,5,6,4,165,8,11197,11538,1825,9568,144,29510,5317,20405,8,0,1,3751,1,3751,22,93,28,9,5,3,False,False,False,False,1,0,0,0,6.8,7,2.7,,,448.8,444,419.70000000000005,,,249.8,407.29999999999995,400.79999999999995,,
phortwenty,200,JUNGLE,False,1858,JarvanIV,2,4,10,28,104,9294,9542,1965,6433,1144,24729,6380,20290,85,8,0,0,0,1272,15,379,28,9,6,9,False,False,False,False,0,0,0,0,0.1,0.8999999999999999,1.6,,,269.20000000000005,306.1,466.9,,,220.9,348.8,294.4,,
BasicallyCancer,200,MIDDLE,False,1858,Yasuo,7,5,5,232,12,13030,21526,1973,18760,792,23583,5387,25711,8,4,3,7807,0,7807,30,177,14,10,1,1,False,False,False,False,0,0,0,0,8.399999999999999,6.9,7.7,,,475.5,463.6,658.6,,,268.1,393.6,576.7,,
TES Major,200,BOTTOM,False,1858,Malzahar,5,6,5,208,0,11904,29239,28966,272,0,13487,96,9178,0,0,2,4404,0,4404,45,530,28,11,0,1,False,False,False,False,1,0,0,0,6.2,8,6.300000000000001,,,291.6,468.5,499.7,,,218.2,443.3,453.9,,
Aoife of Shadows,200,BOTTOM,False,1858,Nami,0,6,10,11,0,6714,6909,6183,725,0,10931,8482,8479,0,0,0,492,0,663,26,89,44,17,3,2,False,False,False,False,0,0,0,0,0,0.4,0.7,,,273.29999999999995,316.7,344.4,,,126.30000000000001,265.6,215.89999999999998,,
