GE Amazarashi ,100,TOP,False,2212,Urgot,6,3,3,243,64,15814,19611,14,18139,1457,34076,16084,63118,44,8,2,4239,0,18369,42,712,32,13,6,2,False,False,False,False,0,0,0,0,5.9,9.100000000000001,5.9,,,563.3,648.2,525.8,,,338.3,461.2,429.9,,
THC Rich ,100,JUNGLE,False,2212,LeeSin,1,7,5,28,160,10591,8803,997,7469,336,31571,8776,30572,90,18,0,285,0,31369,22,404,39,13,4,3,False,False,False,False,0,0,0,0,0,1.1,0.8,,,304.29999999999995,364.9,317.20000000000005,,,281.29999999999995,303.4,259.9,,
THC Venom,100,MIDDLE,False,2212,Ahri,2,5,5,203,8,11543,24069,15932,1326,6810,20759,5573,11914,8,0,1,2003,0,2987,29,109,23,11,6,0,True,False,False,False,0,0,0,0,6.8,5.9,5,,,436.20000000000005,373.6,349.5,,,302.3,304.4,292.9,,
Momma Skwiwi,100,BOTTOM,False,2212,Caitlyn,6,3,3,227,9,14692,16911,2753,13511,646,17890,5107,8791,9,0,1,3650,0,12143,19,99,41,15,9,5,False,False,False,False,1,1,0,0,6,8.399999999999999,6.300000000000001,,,296.9,389.9,367.3,,,226.8,319.5,432.40000000000003,,
THC Daddy Spark,100,BOTTOM,False,2212,Morgana,1,8,6,33,4,8341,16888,15292,820,776,21630,4646,11184,4,0,1,969,0,2162,64,103,75,37,10,4,False,False,False,True,0,0,0,0,0.7,0.9,1.5,,,239,236.9,338.1,,,171.6,228.5,248.5,,
Fresh53,200,TOP,True,2212,Poppy,2,6,8,197,5,12018,11342,3424,6841,1076,26941,5411,60046,1,2,2,4936,0,9148,25,563,31,13,3,3,False,False,False,False,0,0,0,0,4,7.5,5.4,,,365.9,532.2,615,,,186.6,300.6,407.5,,
Overlord Cuda,200,JUNGLE,True,2212,JarvanIV,5,5,20,38,123,13004,17203,4401,12125,676,42319,13162,43120,90,1,1,3477,0,18300,30,348,32,6,7,6,False,False,False,False,1,0,0,0,0.3,1.4000000000000001,1.9000000000000001,,,255.3,409.70000000000005,522.2,,,212,338.7,410.2,,
Zoe Exotic,200,MIDDLE,True,2212,Orianna,11,1,9,234,20,17493,24721,22220,1193,1307,12599,1863,8681,20,0,0,3156,1,14825,20,245,18,8,2,3,False,False,False,False,4,1,0,0,6.5,9.1,4.3,,,436.4,526.1,520.1,,,240.29999999999998,373.5,594.2,,
Atílla,200,BOTTOM,True,2212,Sivir,7,2,13,233,21,14285,23424,2479,20288,655,10948,2300,12887,12,5,3,5692,0,16750,0,20,43,22,3,9,False,False,False,False,0,0,0,0,5,7.5,6.4,,,323.2,376.20000000000005,577,,,201.4,348.8,470,,
KillaTron100,200,BOTTOM,True,2212,Janna,1,2,17,16,4,8924,9974,8138,1305,530,14492,13020,10733,0,0,1,2257,0,5317,49,165,87,38,11,7,False,False,False,False,0,0,0,0,0.30000000000000004,0.2,0.6,,,240.20000000000002,306.8,445.5,,,184,187.6,278.3,,
