Dempsy,100,JUNGLE,True,2164,Jax,10,5,11,185,6,15327,24298,6377,17475,445,38557,6577,29151,0,2,5,11142,1,17742,29,196,26,13,2,2,False,False,False,False,1,0,0,0,6,5.9,5.1,,,422.1,460.90000000000003,548.5,,,299.7,436.9,443.9,,
phortwenty,100,JUNGLE,True,2164,JarvanIV,3,3,18,29,116,11648,10302,2089,7776,437,30727,10351,29325,77,4,2,965,0,33811,20,411,36,7,5,6,False,False,True,False,0,0,0,0,1,0.2,1,,,295.2,279,516.3,,,270.2,281.9,325.3,,
BasicallyCancer,100,MIDDLE,True,2164,Veigar,11,4,14,210,31,16118,35405,33651,635,1118,16017,2447,7501,17,13,1,7867,0,24283,47,326,44,19,2,4,False,False,False,True,2,0,0,0,6.800000000000001,7.8999999999999995,4.6,,,442.7,467,493.70000000000005,,,266.1,418.7,546.0999999999999,,
TES Major,100,BOTTOM,True,2164,Heimerdinger,8,2,14,173,0,12995,34108,32014,816,1277,19222,1607,9219,0,0,1,3131,0,19186,37,558,18,11,1,1,False,False,False,False,0,0,0,0,6.6,4.8,3.6,,,344.3,360.29999999999995,425.4,,,257,343.6,385.79999999999995,,
Aoife of Shadows,100,BOTTOM,True,2164,Soraka,0,3,19,15,0,8798,6623,5883,583,156,11394,30132,4434,0,0,0,661,1,1446,45,142,69,21,11,3,False,False,False,False,0,0,0,0,0.3,0.9,0.3,,,290.7,309.79999999999995,433.1,,,165.7,259.6,246.4,,
Łisk,200,TOP,False,2164,Aatrox,4,8,3,192,8,10979,17971,46,17924,0,36809,11918,33121,4,4,0,982,0,982,20,141,26,9,3,2,False,False,False,False,0,0,0,0,6.2,5.1,5.6,,,461.8,381.8,373.3,,,246.1,295.4,322.2,,
Yodigi7,200,JUNGLE,False,2164,Nunu,3,6,9,49,156,12164,9221,8698,276,246,38083,18995,37471,113,0,0,0,0,12745,27,530,34,9,3,4,True,False,False,False,0,0,0,0,0,1,2.2,,,313.70000000000005,475,377.2,,,305.4,319.4,277.5,,
Endowed,200,MIDDLE,False,2164,TwistedFate,6,5,5,232,20,14689,32261,28498,2223,1539,25125,7395,14906,20,0,1,2203,0,3364,27,249,27,11,3,1,False,False,False,False,0,0,0,0,7.3,4.8,6.3,,,537,390.9,362.5,,,355,338.70000000000005,360.4,,
Buzz  Łightyear,200,BOTTOM,False,2164,Cassiopeia,3,7,5,189,8,11338,18165,17686,478,0,23470,5140,13459,8,0,0,287,0,1697,32,978,18,12,3,0,False,False,False,False,0,0,0,0,5.9,5,4.4,,,297.9,322.3,296.70000000000005,,,237.8,346.6,273.1,,
Alex123Gaming,200,BOTTOM,False,2164,Leona,1,6,8,32,0,7237,3537,2621,916,0,16396,91,21379,0,0,0,182,0,1068,26,132,74,32,12,9,False,False,False,False,0,0,0,0,1.1,1.1,0.8999999999999999,,,233.5,303.5,251.70000000000002,,,156.5,253,171,,
