Feathers and Fur,100,TOP,True,2540,Chogath,3,5,10,215,26,14544,12885,6062,1014,5807,42575,9633,37227,4,2,2,7537,1,13197,38,1140,75,21,4,5,False,False,False,False,0,0,0,0,4.6,8.2,5.300000000000001,,,332.9,574.5,492.90000000000003,,,210.3,442,331.20000000000005,,
DokiFTW,100,JUNGLE,True,2540,Sejuani,3,5,13,36,148,12924,14339,5731,5421,3186,47828,12799,47767,102,15,0,1174,0,27252,27,612,59,27,6,12,False,False,False,False,0,0,0,0,0.5,0.6000000000000001,0.8999999999999999,,,220.79999999999998,420.4,412.9,,,215.5,364.6,287.6,,
DoIphinJudas,100,MIDDLE,True,2540,Rumble,9,2,11,194,26,15992,32607,28972,844,2790,26481,10370,23362,14,0,1,1688,1,16941,21,528,41,15,2,6,True,False,False,False,1,0,0,0,5.6,4.7,3.8,,,385.6,404.6,456.70000000000005,,,314.9,355.7,326.6,,
Duero,100,MIDDLE,True,2540,MissFortune,15,5,10,279,20,20882,68550,2247,60061,6241,20186,1347,19260,16,0,5,9767,0,34327,16,308,46,19,6,4,False,False,False,False,3,2,1,0,7.5,7.3,6.300000000000001,,,326.9,376.70000000000005,522.6,,,343.29999999999995,382,601.2,,
Wynter07,100,MIDDLE,True,2540,Swain,1,9,16,51,9,10944,23192,19029,1417,2745,36121,10387,19264,8,1,1,1049,0,1634,45,208,100,46,14,5,False,False,False,False,0,0,0,0,0.5,1.2999999999999998,2.1,,,249,279.2,383.6,,,192.10000000000002,254.89999999999998,236.60000000000002,,
notsosavagec,200,TOP,False,2540,Yorick,9,6,10,292,12,19013,39966,12414,27552,0,55231,26098,84721,0,4,2,9327,0,25528,11,159,48,14,10,4,False,False,True,False,0,0,0,0,7,6.199999999999999,8.2,,,489.9,461.20000000000005,514.7,,,309.1,631.2,387.29999999999995,,
Bªtman,200,JUNGLE,False,2540,Zac,7,6,10,61,157,14003,18883,16379,1079,1424,73048,53314,68018,118,4,0,196,0,17316,62,593,37,9,10,8,False,False,False,False,1,0,0,0,0.5,1.8,1,,,303.1,453.1,360.1,,,255.10000000000002,373,312.7,,
Diamandis,200,MIDDLE,False,2540,Azir,1,8,8,203,12,11673,22339,21002,1336,0,25779,1876,14385,12,0,0,941,0,9554,11,132,25,8,7,0,False,False,False,False,0,0,0,0,5.4,7,5.6,,,386.6,474.7,414.4,,,211.7,341.7,254.5,,
AlexDrey,200,BOTTOM,False,2540,Jinx,7,4,8,188,22,13700,27213,1214,25279,720,18428,4932,7750,18,0,0,1986,0,16169,30,139,26,12,3,0,False,False,False,False,0,0,0,0,5.300000000000001,4.7,3.8,,,252,383.5,297.8,,,238.2,349.5,281.4,,
kittylexa,200,BOTTOM,False,2540,Morgana,2,7,16,51,0,10071,18964,17666,794,504,24269,5278,13424,0,0,0,762,0,2155,96,169,87,32,15,11,False,False,False,False,0,0,0,0,1,2,0.8999999999999999,,,203.8,376.4,218.2,,,156.4,303.6,214,,
