Tarkov Beefer,100,TOP,True,1852,Malphite,10,2,9,172,8,12412,18834,15306,3527,0,15962,3400,20286,8,0,0,4938,1,7447,27,606,10,6,0,2,False,False,False,False,1,0,0,0,4.9,6.1,5.8,,,538.6,468.1,652.6,,,292,398.3,420.4,,
LucifersEyes,100,JUNGLE,True,1852,Graves,9,0,10,41,161,13283,12376,793,11147,436,16138,9404,10210,108,4,1,3397,0,43174,17,446,32,11,7,10,False,False,False,False,1,0,0,0,0.1,1,2.5,,,255.4,414.29999999999995,836,,,223.1,426.29999999999995,565.2,,
Verbal Toxicity,100,MIDDLE,True,1852,Ornn,0,3,14,177,4,9694,8684,4649,4035,0,20896,4724,22407,4,0,1,1772,0,6274,24,468,20,9,2,3,False,False,False,False,0,0,0,0,6.7,5.6,5.2,,,424.5,418.6,565.3,,,224,326.2,324.4,,
El Depresso,100,BOTTOM,True,1852,Ezreal,8,1,14,168,8,12296,11621,3932,7576,112,5771,1223,2548,4,0,2,4867,0,20377,4,158,15,6,4,2,True,False,False,False,1,0,0,0,6,5.800000000000001,4.6,,,288.1,412.9,589.7,,,258.2,478.7,375.4,,
6s Opty,100,BOTTOM,True,1852,Swain,8,0,19,16,0,9679,17024,14862,1186,975,19391,10953,8589,0,0,3,4161,0,8877,37,204,58,23,6,7,False,False,False,False,1,0,0,0,0.30000000000000004,0.6,0.6,,,276.20000000000005,433.4,563,,,152.7,407.6,295.2,,
Undah,200,TOP,False,1852,Darius,2,8,0,225,4,11057,11398,0,9932,1466,27739,4421,21113,0,0,2,6056,0,6056,17,123,22,11,0,1,False,False,False,False,0,0,0,0,5.1,9.4,8,,,366,622.1,580.8,,,199.2,410.6,430.4,,
Cornelia Street,200,JUNGLE,False,1852,XinZhao,1,6,2,23,108,8641,7410,561,6590,258,30106,14523,18269,82,4,0,3829,0,16889,12,399,18,8,3,2,False,False,False,True,0,0,0,0,0.1,0.6,1.6,,,300,369.7,294.5,,,241.8,315.8,241,,
Voltsy,200,MIDDLE,False,1852,Galio,2,4,1,209,8,10654,13777,13420,356,0,15151,64,23136,0,0,1,2634,0,6449,23,51,40,13,5,3,False,False,True,False,0,0,0,0,7.4,7.1,6.4,,,444.1,473.5,387.90000000000003,,,299.6,401.3,299,,
LoLGermRat,200,BOTTOM,False,1852,Heimerdinger,1,8,0,151,0,8256,4408,3979,429,0,12827,273,5711,0,0,1,2276,0,4384,5,113,21,9,4,0,False,False,False,False,0,0,0,0,5.5,3.8,5.300000000000001,,,296.1,273.3,486,,,241.89999999999998,211.39999999999998,262.2,,
derpigreg,200,BOTTOM,False,1852,Zyra,0,9,1,55,4,6957,15463,13897,312,1253,15120,872,5412,4,0,1,350,0,3057,44,387,37,16,4,6,False,False,False,False,0,0,0,0,0.4,2,2.7,,,296.2,209.4,333.4,,,161.1,213.5,240.8,,
