RANKED_SOLO_5x5,Dempsy,xwQnRRcQpMkGw4Y_rZBGFFnu8zr6Pdx9ilqqlPUULJ2Spyk,GOLD,III,32,95,91,186
RANKED_SOLO_5x5,phortwenty,r251v-vhFE-SidqNy8YNAbvxXpeb0iR7OymgZ4CO3haTAfc,SILVER,II,2,66,60,126
RANKED_SOLO_5x5,BasicallyCancer,TU02Dwa9WaNWz5RdJkAjvQk4PhbU-k9z5PVbNOeQV0eV_7Q,GOLD,IV,100,119,121,240
RANKED_SOLO_5x5,TES Major,RpgDCPWyMYTlBJb1LiLfJXO29s8U_ezpiT_ld3HcWw3S8yA,SILVER,II,57,159,163,322
RANKED_SOLO_5x5,Aoife of Shadows,Ekx-tpT_mxug7Hxe6X8E46KK7PUJoHkQeA4uMk4VSQsySXc,SILVER,II,4,119,127,246
RANKED_SOLO_5x5,Blkdynamite,x19lCh9pqYzPzqhGaH9hE1nhqHIMI4TI7BiDNNG5EaiomOY,SILVER,I,0,273,279,552
RANKED_SOLO_5x5,Khyroe,2sJzVmnOCV5cpPEDw-mhS7_Yn9PcGQHd427DBwlCo0tpFZk,BRONZE,III,60,23,33,56
RANKED_SOLO_5x5,Sammy2Slap,DDyqzAgCzlEOR7bsLQaz2-6KKQKmnn70lMgbTypNVvY8HJc,BRONZE,IV,35,5,6,11
RANKED_SOLO_5x5,GE Amazarashi,51YC9bP2lrDdMxX3-zyJWys-oeZ7fAKN0H3EmJc7YU-vF2M,SILVER,II,100,217,216,433
RANKED_SOLO_5x5,THC Rich,MG7OyT4MatJ1ZjMLNMBaeLxgBWDo82s1RGsXVLlDOm2RTfc,GOLD,IV,18,216,223,439
RANKED_SOLO_5x5,THC Venom,lZCmgXNmHlTlV0SjDRY00x4T-TOrI2xEmQzsI_bDYj1d5FE,GOLD,III,1,234,209,443
RANKED_SOLO_5x5,Momma Skwiwi,9TCtGAstWoqclIHT7mVd5VwvhzI2j0GlPbqRLf99JtamLhs,GOLD,IV,0,131,161,292
RANKED_SOLO_5x5,THC Daddy Spark,Z3ZQB6zS3e_WQEQ6_wMx8KfMX24Zxx2ULSZE3-1Z7uDaRxE,SILVER,II,36,260,272,532
RANKED_SOLO_5x5,Łisk,B9sd31Ote7iWDPWWL3SP5tVXNSzpneWKm2Z93H7WL3o97oY,GOLD,IV,75,73,78,151
RANKED_SOLO_5x5,Yodigi7,Jlj71Uu83JbuOryPfrBgBjoouLWEW9dDw44GclxN8cBw6a0,GOLD,IV,1,67,76,143
RANKED_SOLO_5x5,Endowed,U0hjVmf2y4ie7EDDcK_XIbR4KspaE5tX8mIHsr9voUDBhgc,GOLD,III,34,111,100,211
RANKED_SOLO_5x5,Buzz  Łightyear,XpCIR7E_a46T3HNASUa8nLEA8Mqm7unsSc_cZLGF10pU208,SILVER,II,100,80,87,167
RANKED_SOLO_5x5,Wöödÿ,j5m4t8OiJU6MbJb0MfcM2bLAm-dPF9TI7iginNDMd-GR7P8,GOLD,IV,69,147,136,283
RANKED_SOLO_5x5,CharlesUU,m3PKJw7oqP8N8APyU84cyQVTXQb3_Lu8yozfLYRBWo-nz8k,SILVER,II,25,59,51,110
RANKED_SOLO_5x5,Feathers and Fur,qIncxs3ueco8fNmM6WHT94iYjIdNl8gC6mPT_F5t_HVxlec,GOLD,III,18,61,50,111
RANKED_SOLO_5x5,DokiFTW,6__1HX3-skQzls8UKVUKRiMgQsx8aCEQOvZ-XR381zr8fW0,GOLD,IV,16,105,121,226
RANKED_SOLO_5x5,DolphinJudas,ea5ViG7hQIC1kds45NCH0dRWQEMr8YZo2UFrQyqgpGHDNJs,GOLD,III,42,77,80,157
RANKED_SOLO_5x5,Duero,jNe0Dg125nircRuzzpHBWYYgCdANm-XFQpgl655U8rXrbs8,SILVER,I,75,63,60,123
RANKED_SOLO_5x5,Wynter07,EfKwZNPDhC4oba0EspdDegEJJZLQon0dipehiwZOI7_uj5g,SILVER,IV,0,110,130,240
RANKED_SOLO_5x5,Casino,BSl2bzQo3OZ6ZwEearRzebShEwefnhNZjKHoQU3B_wmcPZ4,GOLD,IV,0,79,84,163
RANKED_SOLO_5x5,kat is my bb,UDLx8uSZzdbGC5MH5VyUBD6RjkDZ3ZecLeN_F8sLQMZACOI,SILVER,II,77,155,163,318
RANKED_SOLO_5x5,GavDougiefresh,K_EKqw43VmlhedSEse7xkgKgvSPe-2aS8iemq8vhJiL8gRs,SILVER,II,19,182,193,375
RANKED_SOLO_5x5,notsosavagec,2AImSgLmYw3pTtOqcbLLisaZ02O2P2pnmd7wsyUdMK2rAlRG,GOLD,III,67,134,121,255
RANKED_SOLO_5x5,ThèTaxCollector,qhvm11_suK8GvAvSA3AGecdMVWAhdvLGNREGIfctPqHkdDs,GOLD,IV,37,244,239,483
RANKED_SOLO_5x5,Diamandis,8_BjymJEpumA8x7oMWqnYcBCtzL6us6kZ8ICIdvotZguRDk,GOLD,IV,75,90,98,188
RANKED_SOLO_5x5,AlexDrey,LUwpdcVu1oCfzwQ3xOd6AIM9Ohqr8RE58DayFHl9iTlqgfA,SILVER,III,0,136,139,275
RANKED_SOLO_5x5,kittylexa,fmkeNLVk8s5b7BFGPtJUF-0RK8T1mG1xgZu5cHz6r8eiSIA,SILVER,I,45,43,39,82
RANKED_SOLO_5x5,Bªtman,UT8jixy_8eS2Y16MqDFpshiOcLnM40Toau5j9pVHfSQwF0w,SILVER,I,44,47,47,94
RANKED_SOLO_5x5,yOuChoiceTodie,FP1ZmOAMpd7cNMaBF5h-wFlhSA80rZHj7ZPLhjT7AV4iiRk,GOLD,IV,49,90,79,169
RANKED_SOLO_5x5,SecretlyGayPengu,4If2p_dimuwgHL3LrZz1vc1LBvWpmsF2mw2nYszRAs3vyrE,SILVER,III,0,60,69,129
RANKED_SOLO_5x5,Garźa,pY2ZD14zKIuVjv2flGbulQlf3v0CrkE_h7nXgjGSgU9vjYc,SILVER,II,75,140,112,252
RANKED_SOLO_5x5,Alumyn is my GF,08cQrdLP0RByefeLrDkBo1TQLIDyskDgXdS1EhxFMN6mzYE,GOLD,III,75,91,82,173
RANKED_SOLO_5x5,Alumyn,aK9ZiNsN5f9i-nS5q-DRwMAFANV0TbE6Q-3cCwKQmu3BqSg,GOLD,IV,0,184,187,371
RANKED_SOLO_5x5,StarxCoconut,XnGZJjYC6GwtZrq37SQCYH-uzKyRm3lZMmXEZRLmsJkNLpQ,SILVER,II,14,61,51,112
RANKED_SOLO_5x5,NFG Downfall,gE0FlYvaNP_hUGMJQWX-QCfa6dFwJ0NEBfz7RwDN2RF8Ln8,SILVER,IV,44,85,85,170
RANKED_SOLO_5x5,LoLGermRat,CatqNKRqi6eT64katAGtDX5QCuhQMo4Iz-TbbmeF0SJ8FQg,SILVER,IV,100,90,99,189
RANKED_SOLO_5x5,derpigreg,w_C9Im9tjBDrToS1eCcJ7J7DDVZiOeRbzy9kBZR-Wwy1Yjo,SILVER,III,46,92,92,184
RANKED_SOLO_5x5,SYN PerfectBuild,Yz8N3gQsbPXYvvKpgX8IfZ79T5_RIC07SStg-LMnZfGrjeQ,GOLD,IV,53,138,137,275
RANKED_SOLO_5x5,source35,0gzKLwuyuqD0tT8WDFOIGWrqqMfnuMl3qkayV6_BEdcCGZI,BRONZE,I,18,187,206,393
RANKED_SOLO_5x5,Xanielson,Mpoi5ZHFbG1RJh0b6BnyZAIupFhnkoklBLLTV84LkmfLchI,SILVER,I,0,257,266,523
RANKED_SOLO_5x5,Nøtëz,uwPNlFkfS1ab7sIwffVOQBrOpSTYydLVIL2t6XYWyd25C4E,BRONZE,II,19,133,132,265
RANKED_SOLO_5x5,MG Dilly,40qVFyNoa2FgPAbJZ4CnXizAVH8wf1Ph-kwZHctTK4AE5b0,GOLD,IV,23,293,309,602
RANKED_SOLO_5x5,Kalliroe,3ReDWj0JZNEplJJNMoq2jXW3f1mLa0hDgeiEuK5I9R3PvLk,GOLD,IV,27,76,75,151
RANKED_SOLO_5x5,Hawk21js,sOdd_whKmNj2v_eS81YlFCUT8APqINwUpQResjjBUa4srRg,SILVER,III,8,186,206,392
RANKED_SOLO_5x5,Cu da grace,VSPwZJSkO76pKdY2ocEo_P7Lxof-cSI3xwE2RC5eGTkAyqI,SILVER,II,61,38,52,90
RANKED_SOLO_5x5,Zoe Exotic,DCGkKbS904fITy_cX041uU2yvwaXgRs6ivT8k2OHtPyCgWU,GOLD,IV,75,101,90,191
RANKED_SOLO_5x5,Atílla,Ycm6UoUZnRRbrRIYI3RmVO6HdDeYs2iRKBKMCtF0K3iyfVs,SILVER,II,55,51,56,107
RANKED_SOLO_5x5,KillaTron100,14NhuHGIx8lAZcT93qTCUI4q9BTSw_dA9O4iQK2OKfXll9c,GOLD,IV,21,32,43,75
RANKED_SOLO_5x5,Fresh53,8a4XQ_mKU6k8leeNA8JqPWsCtLBY7GT-OinhWsGBP0vJzKQ,SILVER,II,100,44,41,85
RANKED_SOLO_5x5,TheFreezeTheory,H1c6ZRSq7icFGaaaiWZn1sCNU-Sr299SeP30Nzq4UCzA8DM,BRONZE,II,97,38,35,73
RANKED_SOLO_5x5,Noxian Exile,DT92Rg9dZxhIbgN3iFWEgyccuPDebqm91qqzeiSggGe7Vds,SILVER,III,0,15,15,30
RANKED_SOLO_5x5,whathead,iu8MELYbyGrOc3vYXuEs8CuAFw2L_CKla4sfixd_XA3XoPw,SILVER,II,0,67,67,134
RANKED_SOLO_5x5,Candle King,PWUzV6D9VANy2ubrZIIdFBUMfnvqFMgiO65xDzyP25xV0x8,GOLD,IV,100,115,112,227
